Identifiant	Nom du fichier	Analyse du texte	Notions du programme de philosophie
274	GROS_Flâneur	Titre: Le flâneur. Thèse: Le flâneur subvertit la foule par sa lenteur contemplative et sa liberté. Résumé: Le flâneur subvertit la solitude des foules en s'y cachant volontairement pour mieux observer, et la vitesse par sa lenteur qui favorise l'agilité de l'esprit et la création d'images. Par son oisiveté et son inutilité, il résiste à l'affairisme, à l'utilitarisme et n'est ni consommateur ni consommé.	La conscience, La liberté, La nature, Le temps
275	HAMILTON_Hybris&Phaëton	Titre: Phaëton. Thèse: Phaëton, par orgueil et jeunesse, désire l'impossible, causant un désastre. Résumé: Phaëton, fils mortel du Soleil, exige de conduire le char de son père par fierté et pour prouver son ascendance. Malgré les avertissements du Soleil sur l'impossible danger de la route, l'adolescent persiste. Perte de contrôle, incendie de la Terre, et foudroyé par Jupiter, il échoue après avoir grandement osé.	Le devoir, La nature
276	HEFEZ_Altérisation&Assignation	Titre: L'altérisation de l'atypique. Thèse: Les normes sociales fabriquent et assignent des catégories minoritaires. Résumé: L'altérisation est le processus par lequel les normes sociales (sexuelles, culturelles, etc.) fabriquent des catégories sociales "autres", désignées comme inférieures et menaçantes. Ces sujets intériorisent les caractéristiques négatives assignées par le groupe majoritaire. L'homosexualité, ramenée d'une pratique à une "espèce" (Foucault), est un exemple spectaculaire de cette assignation identitaire par la discrimination.	L'inconscient, La nature, La science
277	HEFEZ_PMA	Titre: La PMA: réflexion et enjeux. Thèse: La PMA dissocie engendrement et filiation, bousculant le modèle familial unique. Résumé: Le modèle familial unique (mariage, hétérosexualité, procréation, filiation) est bouleversé par la PMA, qui dissocie sexualité et engendrement, et sexes et générations. Le secret autour du don de gamètes fabrique des "fantômes" au sein de la famille. La filiation est désormais envisagée comme sociale et volontaire, l'important étant la narration des origines et le désir d'enfant.	L'inconscient, La liberté, La nature, La science
278	HEGEL_Art&Simplicité	Titre: La simplicité au terme du perfectionnement. Thèse: La simplicité en art est le résultat d'un long perfectionnement technique. Résumé: Contrairement au préjugé qui voit l'art commencer par le simple et le naturel, Hegel affirme que la simplicité dans le sens de la grandeur idéale est un résultat qui exige une technique perfectionnée et des essais multipliés. Elle consiste à effacer, dans la victoire sur la complexité, tous les préparatifs, pour que la beauté paraisse libre.	L'art, La conscience, Le temps
279	HEGEL_Langage	Titre: La pensée est indissociable des mots. Thèse: La pensée effective n'existe que par son expression extérieure dans le mot. Résumé: La pensée déterminée n'est possible qu'en accédant à l'objectivité, c'est-à-dire à la forme extérieure du mot. L'inexprimable est trouble ; le mot donne aux pensées leur être-là le plus vrai.	La nature
280	HEGEL_Mobiles&liberté	Titre: Que l'on est libre de ce qu'on fait. Thèse: La volonté active assume les circonstances comme mobiles, garantissant la liberté. Résumé: Dire que l'on est déterminé par des mobiles implique d'être passif. Or, la volonté est active : elle assume les circonstances pour en faire des mobiles. Il n'y a pas de causalité. L'homme qui allègue les circonstances se réduit à un état non-libre, alors que sa conduite est toujours sienne.	La conscience, La nature
281	HEGEL_Propédeutique&Introduction	Titre: Vouloir théorique et vouloir pratique. Thèse: Le vouloir pratique est l'esprit qui se détermine lui-même intérieurement et librement. Résumé: L'esprit se comporte pratiquement en imposant ses déterminations, par opposition au comportement théorique où l'objet est donné. La conscience pratique se détermine d'elle même, transformant la réalité extérieure (conduite). La volonté est une indétermination pure qui se fait sienne une déterminité. La liberté abstraite du vouloir est son indétermination.	La conscience, Le devoir, La liberté
282	HEGEL_Vengeance&punition	Titre: Vengeance et punition. Thèse: La justice est une punition universelle exercée par un tiers impartial. Résumé: La réparation d'un tort ne doit pas être exercée par l'individu lésé (vengeance) car la passion trouble le droit. La vengeance est arbitraire et provoque de nouvelles offenses. Seul un tiers commis à cet effet peut effectuer la réparation à titre de punition, faisant valoir uniquement l'universel.	L'État, La justice
283	HEGEL_Vérité&Enfant&Vieillard	Titre: La vérité comme déploiement et parcours dynamique. Thèse: La vérité est le déploiement du système entier, l'intérêt réside dans le mouvement. Résumé: L'idée absolue est la plénitude du contenu qui est le système tout entier, comparable au vieillard qui comprend la religion avec toute sa vie. La fin de tout travail est bornée. L'intérêt réside dans le mouvement total. La valeur du borné vient de son appartenance au tout.	Le temps, La vérité
284	HEMPEL_Semmelweis&Test	Titre: L'invention du test. Thèse: L'hypothèse scientifique se construit par élimination et vérification expérimentale d'idées. Résumé: Face au taux de mortalité élevé par fièvre puerpérale dans son service, Semmelweis a testé et rejeté plusieurs explications (épidémies, entassement, examens, psychologie). L'accident mortel d'un collègue lui a fourni l'indice que la matière cadavérique était le vecteur. Un test de désinfection au chlorure de chaux a validé l'hypothèse, faisant chuter la mortalité.	La science, La vérité
285	HERSCH_Empirisme-anglais	Titre: L’empirisme de Locke, Berkeley et Hume. Thèse: L'empirisme anglais fonde la connaissance sur l'expérience en évitant l'absolu. Résumé: L'empirisme anglais (Locke, Berkeley, Hume) se caractérise par la primauté de l'expérience sensible et l'accent sur l'organisation sociale, évitant l'absolu pour faciliter les compromis civiques. L'âme est une table rase, toutes les idées sont acquises par l'expérience. L'idéalisme de Berkeley et le scepticisme de Hume sur la causalité montrent les limites de cette approche.	La conscience, L'État, La raison, La vérité
286	HOBBES_Animaux&Domination	Titre: La domination des animaux. Thèse: Le droit sur les animaux est naturel et s'acquiert par la force. Résumé: Le droit sur les animaux dépourvus de raison s'acquiert par la force et la puissance naturelles, de la même façon que sur les hommes à l'état de nature (guerre de chacun contre chacun). Il est permis de soumettre ou de tuer les bêtes, un droit antérieur aux Écritures. Si une bête tue un homme, c'est par droit naturel, il en va de même dans l'autre sens.	La nature
287	HOBBES_L_13_Guerre-tous-contre-tous	Titre: Sans autorité souveraine, la guerre de tous contre tous. Thèse: L'état de nature des humains est une guerre de chacun contre chacun. Résumé: L'égalité naturelle des humains engendre la défiance et la compétition, causes de conflit. Sans puissance commune, c'est la guerre de tous contre tous, où la vie est misérable. La force et la tromperie sont les vertus. Il n'y a ni justice, ni propriété, ni loi.	La raison
288	HOBBES_Liberté	Titre: La liberté est absence de contrainte. Thèse: La liberté est l'absence d'obstacles extérieurs au mouvement. Résumé: La liberté signifie l'absence d'opposition ou d'obstacles extérieurs au mouvement. Ce terme s'applique aux créatures raisonnables, non-raisonnables et inanimées. Un homme libre n'est pas empêché de faire ce qu'il a la volonté de faire, selon sa force et son intelligence. L'obstacle interne n'est pas un manque de liberté, mais de puissance.	La liberté
289	HOBBES_Multitude&Peuple	Titre: La constitution d'une multitude en peuple par le souverain. Thèse: Seul un pouvoir souverain garantit la paix et la sécurité des hommes. Résumé: Les passions naturelles entraînent l'état de guerre sans pouvoir coercitif. Pour assurer leur préservation et une vie satisfaisante, les individus doivent transférer leur.	L'État, La liberté, La nature
290	HOBBES_Vie&Course	Titre: Le vie comme une course. Thèse: La vie humaine est une course constante visant à devancer les autres. Résumé: Hobbes compare la vie humaine à une course sans autre but que de dépasser les concurrents. Il associe divers efforts et émotions (gloire, envie, pitié, colère, amour, etc.) aux actions et positions relatives des coureurs, l'arrêt étant la mort.	Le bonheur, La nature
291	HÖLDERLIN_Courage&poete	Titre: Courage du poète. Thèse: Le poète, sans armes, est béni par le chant et la paix. Résumé: Le poète est encouragé à avancer désarmé à travers la vie sans craindre, car son coeur ne peut être atteint là où il doit aller. Son chant respire la paix et réjouit les hommes. Il se compare au dieu Soleil qui dispense la joie et tient les éphémères par des lisières d'or.	L'art, Le bonheur, Le temps
292	HOUELLEBECQ_Voyage&tourisme	Titre: Voyage et tourisme. Thèse: Les Occidentaux fuient leur vie dans la médiocrité du tourisme de masse. Résumé: Le narrateur décrit le tourisme comme une évasion frénétique des habitants d'Europe occidentale. Il choisit un circuit en Thaïlande, attiré par l'idée d'enchaîner des séjours organisés, qui constituent son « rêve » qu'il qualifie de médiocre.	Le temps, La liberté
293	HUGO_Éducation&Humanité&Crime	Titre: L'éducation, mère de l'insertion sociale. Thèse: L'éducation, rempart contre l'ignorance, libère l'esprit et humanise. Résumé: Le texte souligne que l'ignorance est la cause du crime et de la déshumanisation. L'éducation, par le savoir, éclaire la raison, favorise l'honnêteté et libère l'esprit. La société est tenue pour responsable de priver l'individu de cette lumière essentielle, lui volant son âme et le menant à la chute.	La conscience, Le devoir, L'État, La justice, La liberté
294	HUGO_Herbes&Hommes	Titre: Il n'y a ni mauvaises herbes ni mauvais hommes. Thèse: Il n'existe pas de mauvais hommes, seulement de mauvais éducateurs. Résumé: Le Père Madeleine observe des gens arracher des orties. Il souligne que les orties, si elles sont négligées, deviennent nuisibles, mais pourraient être utiles si l'on savait s'en servir. Il conclut qu'il n'y a ni mauvaises herbes ni mauvais hommes, seulement de mauvais cultivateurs.	La nature, Le travail
295	HUGO_Mensonge&Vertu	Titre: Le mensonge de soeur Simplice. Thèse: Mentir par charité et dévouement peut être une vertu. Résumé: Le détective Javert, vénérant l'autorité et la vérité des religieuses, interroge soeur Simplice, qui n'a jamais menti, au sujet de Jean Valjean. Pour le sauver, la soeur ment deux fois sans hésiter, ce qui amène l'auteur à lui souhaiter que ce mensonge lui soit compté au paradis.	La vérité, Le devoir
